nn(色彩-2, 屏幕-1)
rcomp(弄-9, 乱-10)
asp(还原-17, 了-11)
dobj(还原-17, 我-12)
nummod(次-14, 好几-13)
nsubj(还原-17, 次-14)
advmod(还原-17, 都-15)
mmod(还原-17, 要-16)
conj(操作-3, 还原-17)
dobj(还原-17, 系统-18)

nsubj(键-2, 电源-1)
nsubj(坏-6, 键-2)
dobj(键-2, 我-3)
mark(键-2, 的-4)
advmod(坏-6, 也-5)
root(ROOT-0, 坏-6)
asp(坏-6, 过-7)
nsubj(成-11, 建议-9)
advmod(成-11, 改-10)
conj(坏-6, 成-11)
nn(键点-13, 照相-12)
dobj(成-11, 键点-13)
conj(成-11, 亮-14)
dobj(亮-14, 屏幕-15)
advmod(会-20, 如果-17)
mmod(会-20, 拆开-18)
mmod(会-20, 修-19)
dep(坏-6, 会-20)
advmod(会-20, 很-21)
dep(很-21, 不-22)
dobj(会-20, 美观-23)

nsubj(不错-2, 整体-1)
root(ROOT-0, 不错-2)
advmod(一般-8, 就-4)
cop(一般-8, 是-5)
nn(材质-7, 屏幕-6)
nsubj(一般-8, 材质-7)
conj(不错-2, 一般-8)
dep(一般-8, 应该-10)
nn(Amoled-15, 使用-11)
conj(Amoled-15, SLCD-12)
cc(Amoled-15, 或者-13)
nn(Amoled-15, SUPER-14)
dobj(应该-10, Amoled-15)
prtmod(显示-21, 来-16)
mmod(显示-21, 获得-17)
advmod(好-19, 更-18)
dvpmod(显示-21, 好-19)
mark(好-19, 的-20)
conj(应该-10, 显示-21)
dobj(显示-21, 效果-22)

nsubj(有-2, 像素-1)
dep(清晰-18, 有-2)
dobj(有-2, 点-3)
conj(有-2, 低-4)
advmod(好-12, 要是-6)
nummod(闪光灯-10, 500W-7)
nn(闪光灯-10, 加-8)
nn(闪光灯-10, 氙气-9)
nsubj(好-12, 闪光灯-10)
advmod(好-12, 就-11)
dep(清晰-18, 好-12)
dep(好-12, 啦-13)
advmod(清晰-18, 不过-15)
nsubj(清晰-18, 照片-16)
advmod(清晰-18, 挺-17)
root(ROOT-0, 清晰-18)
dep(清晰-18, 的-19)

root(ROOT-0, 适合-1)
ccomp(适合-1, 购入-2)
advmod(建议-13, 但是-4)
advmod(使用-8, 一天到晚-5)
advmod(使用-8, 都-6)
mmod(使用-8, 需要-7)
relcl(人-11, 使用-8)
dobj(使用-8, 手机-9)
mark(使用-8, 的-10)
nsubj(建议-13, 人-11)
neg(建议-13, 不-12)
conj(适合-1, 建议-13)
ccomp(建议-13, 购入-14)
advmod(准备-18, 除非-16)
nsubj(准备-18, 你-17)
dep(想象-27, 准备-18)
nummod(块-20, 两-19)
clf(电池-21, 块-20)
dobj(准备-18, 电池-21)
nsubj(想象-27, 电池-23)
dvpmod(想象-27, 小-24)
mark(小-24, 的-25)
mmod(想象-27, 可以-26)
conj(适合-1, 想象-27)

nsubj(需要-2, 触摸屏-1)
xsubj(触摸屏-17, 触摸屏-1)
root(ROOT-0, 需要-2)
nummod(段-4, 一-3)
clf(时间-5, 段-4)
dobj(需要-2, 时间-5)
prtmod(适应-7, 去-6)
conj(需要-2, 适应-7)
advmod(AGPS-10, 只有-9)
dep(需要-2, AGPS-10)
dep(需要-2, 建议-12)
loc(触摸屏-17, 购买-13)
case(购买-13, 时-14)
dep(触摸屏-17, 贴-15)
dep(触摸屏-17, 个-16)
ccomp(建议-12, 触摸屏-17)
assmod(保护膜-22, 专用-18)
case(专用-18, 的-19)
nn(保护膜-22, 静电-20)
nn(保护膜-22, 吸附-21)
dobj(触摸屏-17, 保护膜-22)

assmod(不足-3, 唯一-1)
case(唯一-1, 的-2)
nsubj(有-7, 不足-3)
cop(有-7, 是-4)
advmod(有-7, 只-6)
root(ROOT-0, 有-7)
nummod(扬声器-9, 一个-8)
dobj(有-7, 扬声器-9)
nsubj(放-12, 外-11)
conj(有-7, 放-12)
dobj(放-12, 声音-13)
conj(放-12, 小-14)
nsubj(改-17, 扬声器-16)
conj(有-7, 改-17)
ccomp(改-17, 成-18)
nummod(个-20, 2-19)
range(成-18, 个-20)
case(完美-26, 按-21)
case(两侧-24, 在-22)
nn(两侧-24, 机身-23)
prep(完美-26, 两侧-24)
advmod(完美-26, 就-25)
prep(成-18, 完美-26)
asp(完美-26, 了-27)

xsubj(到-6, CPU-1)
nsubj(好-23, CPU-1)
case(降-5, 为了-2)
nn(降-5, 省-3)
nn(降-5, 电-4)
prep(到-6, 降-5)
dep(好-23, 到-6)
asp(到-6, 了-7)
dep(到-6, 680-8)
dep(到-6, 想-10)
ccomp(想-10, 升-11)
dobj(升-11, 频率-12)
advmod(发射-20, 只要-13)
case(时候-18, 在-14)
nn(系统-16, 升级-15)
assmod(时候-18, 系统-16)
case(系统-16, 的-17)
prep(发射-20, 时候-18)
mmod(发射-20, 更改-19)
dep(好-23, 发射-20)
dobj(发射-20, 频率-21)
advmod(好-23, 就-22)
root(ROOT-0, 好-23)
dep(好-23, 了-24)

root(ROOT-0, 希望-1)
nsubj(能够-3, N8-2)
ccomp(希望-1, 能够-3)
case(薄-5, 在-4)
prep(能够-3, 薄-5)
advmod(薄-5, 一点-6)
dep(有-9, 12MM-8)
conj(能够-3, 有-9)
nn(厚-11, 点-10)
dobj(有-9, 厚-11)
prnmod(厚-11, 需要-13)
case(学习-17, 向-14)
nn(学习-17, 摩托罗拉-15)
nummod(学习-17, XT910-16)
prep(需要-13, 学习-17)

case(手机-3, 在-1)
prep(系统-12, 手机-3)
case(手机-3, 上-5)
nsubj(系统-12, 塞班-7)
xsubj(优化-18, 塞班-7)
xsubj(流畅-23, 塞班-7)
cop(系统-12, 是-8)
advmod(不错-10, 很-9)
relcl(系统-12, 不错-10)
mark(不错-10, 的-11)
root(ROOT-0, 系统-12)
conj(系统-12, 希望-14)
dvpmod(优化-18, 尽可能-15)
mark(尽可能-15, 的-16)
advmod(优化-18, 再-17)
ccomp(希望-14, 优化-18)
advmod(优化-18, 一下-19)
conj(系统-12, 做到-21)
advmod(流畅-23, 更-22)
ccomp(做到-21, 流畅-23)

advmod(有-7, 虽然-1)
assmod(口-4, 扬声器-2)
case(扬声器-2, 的-3)
nsubj(有-7, 口-4)
advmod(有-7, 就-5)
advmod(有-7, 只-6)
dep(扬声器-20, 有-7)
dep(有-7, 一个-8)
advmod(扬声器-20, 但-10)
advmod(不错-12, 还是-11)
dep(扬声器-20, 不错-12)
mark(不错-12, 的-13)
assmod(手机-17, 现在-15)
case(现在-15, 的-16)
nsubj(扬声器-20, 手机-17)
advmod(扬声器-20, 都-18)
advmod(扬声器-20, 不管-19)
root(ROOT-0, 扬声器-20)
asp(扬声器-20, 了-21)
dep(扬声器-20, 希望-23)
amod(机型-25, 后续-24)
dobj(希望-23, 机型-25)
mmod(注重-27, 能-26)
dep(希望-23, 注重-27)
dobj(注重-27, 扬声器-28)
nummod(外放-32, 多-29)
dep(外放-32, 一些-30)
nsubj(重要-36, 外放-32)
advmod(重要-36, 也-33)
cop(重要-36, 是-34)
advmod(重要-36, 很-35)
dep(注重-27, 重要-36)
mark(重要-36, 的-37)

nn(垃圾-2, 镜头-1)
nsubj(来-12, 垃圾-2)
nsubj(买-5, 我-4)
relcl(镜头-8, 买-5)
mark(买-5, 的-6)
nummod(镜头-8, A806-7)
nsubj(来-12, 镜头-8)
advmod(来-12, 已经-9)
mmod(来-12, 出-10)
neg(来-12, 不-11)
root(ROOT-0, 来-12)
asp(来-12, 了-13)
advmod(到-20, 才-15)
nummod(个-17, 3-16)
clf(月-18, 个-17)
nsubj(到-20, 月-18)
neg(到-20, 不-19)
conj(来-12, 到-20)
nsubj(有待-23, 镜头-22)
conj(来-12, 有待-23)
ccomp(有待-23, 改进-24)

nsubj(开始-3, 触屏-1)
advmod(开始-3, 刚-2)
root(ROOT-0, 开始-3)
case(习惯-7, 用-4)
advmod(习惯-7, 有点-5)
neg(习惯-7, 不-6)
prep(开始-3, 习惯-7)
advmod(花-17, 容易-9)
case(错-11, 按-10)
prep(花-17, 错-11)
nsubj(花-17, 屏幕-13)
advmod(花-17, 很-14)
advmod(花-17, 容易-15)
mmod(花-17, 刮-16)
conj(开始-3, 花-17)
advmod(贴-21, 所以-19)
mmod(贴-21, 要-20)
conj(开始-3, 贴-21)
amod(保膜-24, 好-22)
nn(保膜-24, 屏-23)
dobj(贴-21, 保膜-24)

nn(手机-3, LG-1)
nn(手机-3, 棒棒糖-2)
nsubj(取胜-9, 手机-3)
cop(取胜-9, 是-4)
case(外观-8, 以-5)
relcl(外观-8, 甜美-6)
mark(甜美-6, 的-7)
prep(取胜-9, 外观-8)
dep(注重-13, 取胜-9)
dep(取胜-9, 的-10)
advmod(注重-13, 如果-12)
root(ROOT-0, 注重-13)
assmod(女生-16, 外观-14)
case(外观-14, 的-15)
nsubj(考虑-18, 女生-16)
mmod(考虑-18, 可以-17)
ccomp(注重-13, 考虑-18)
advmod(考虑-18, 一下-19)

advmod(认为-10, 还是-1)
nsubj(认为-10, 电池-2)
xsubj(用-14, 电池-2)
advmod(换-5, 如果-4)
dep(认为-10, 换-5)
clf(电池-8, 个-6)
nn(电池-8, 商务-7)
dobj(换-5, 电池-8)
nsubj(认为-10, 我-9)
xsubj(用-14, 我-9)
root(ROOT-0, 认为-10)
mmod(用-14, 会-11)
advmod(用-14, 比较-12)
advmod(用-14, 好-13)
ccomp(认为-10, 用-14)

advmod(设计-11, 一般-1)
nn(设计-4, 虚拟键-3)
assmod(科学-8, 设计-4)
case(设计-4, 的-5)
neg(够-7, 不-6)
nfincl(科学-8, 够-7)
nsubj(设计-11, 科学-8)
neg(设计-11, 不-9)
mmod(设计-11, 应-10)
root(ROOT-0, 设计-11)
case(显示屏-13, 在-12)
prep(设计-11, 显示屏-13)
case(显示屏-13, 上-14)
nn(屏外-17, 手机-16)
dep(有-18, 屏外-17)
conj(设计-11, 有-18)
advmod(大-20, 很-19)
assmod(空域-23, 大-20)
case(大-20, 的-21)
amod(空域-23, 闲置-22)
nsubj(利用-25, 空域-23)
advmod(利用-25, 可-24)
dep(有-18, 利用-25)
assmod(使用-30, 这样-27)
case(这样-27, 的-28)
nn(使用-30, 设计-29)
nsubj(方便-33, 使用-30)
advmod(方便-33, 很-31)
neg(方便-33, 不-32)
conj(设计-11, 方便-33)

nn(锁键-3, 侧-1)
nn(锁键-3, 滑解-2)
nsubj(得力-5, 锁键-3)
neg(得力-5, 不-4)
root(ROOT-0, 得力-5)
advmod(建议-9, 容易-7)
mmod(建议-9, 松动-8)
conj(得力-5, 建议-9)
ccomp(建议-9, 装-10)
nummod(软件-15, 一个-11)
nn(软件-15, 屏幕-12)
nn(软件-15, 滑动-13)
nn(软件-15, 解锁-14)
dobj(装-10, 软件-15)

nsubj(清楚-4, 屏幕-1)
neg(清楚-4, 不-2)
advmod(清楚-4, 太-3)
root(ROOT-0, 清楚-4)
advmod(易-8, 而且-6)
nsubj(易-8, 屏幕-7)
conj(清楚-4, 易-8)
comod(易-8, 翘曲-9)
amod(性能-11, 总体-10)
dobj(易-8, 性能-11)
conj(易-8, 不错-12)
nsubj(有待-15, 屏幕-14)
conj(清楚-4, 有待-15)
ccomp(有待-15, 提升-16)

nsubj(是-2, 外观-1)
root(ROOT-0, 是-2)
dep(是-2, 圆-3)
case(圆-3, 的-4)
advmod(好看-12, 要是-6)
assmod(话-9, 正方形-7)
case(正方形-7, 的-8)
nsubj(好看-12, 话-9)
advmod(好看-12, 就-10)
advmod(好看-12, 更-11)
dep(是-2, 好看-12)
dep(好看-12, 了-13)

nsubj(成-5, 建议-1)
ba(成-5, 把-2)
nsubj(成-5, 处理器-3)
mmod(成-5, 换-4)
root(ROOT-0, 成-5)
nn(枭龙-7, 高通-6)
dobj(成-5, 枭龙-7)
range(成-5, 810-8)
assmod(不好-13, 这-10)
clf(这-10, 款-11)
case(这-10, 的-12)
nsubj(给力-17, 不好-13)
nsubj(给力-17, 流畅性-15)
neg(给力-17, 不-16)
conj(成-5, 给力-17)

amod(像素-3, 前置-1)
nn(像素-3, 相机-2)
nsubj(低-5, 像素-3)
advmod(低-5, 太-4)
root(ROOT-0, 低-5)
advmod(做成-8, 如果-7)
dep(好-11, 做成-8)
range(做成-8, 800万-9)
advmod(好-11, 就-10)
conj(低-5, 好-11)
asp(好-11, 了-12)

nsubj(标志-2, 后盖-1)
root(ROOT-0, 标志-2)
advmod(设计-7, 太-3)
nsubj(设计-7, 俗套-4)
mmod(设计-7, 可以-6)
ccomp(标志-2, 设计-7)
nummod(标志-10, 一个-8)
nn(标志-10, 图案-9)
dobj(设计-7, 标志-10)
nummod(屏保-15, 很多-12)
nn(屏保-15, 人-13)
nn(屏保-15, 误认为-14)
dep(标志-20, 屏保-15)
det(图案-17, 那个-16)
nsubj(标志-20, 图案-17)
cop(标志-20, 是-18)
nn(标志-20, 后盖-19)
conj(设计-7, 标志-20)

nsubj(难睇-4, 机身-1)
dep(难睇-4, 长-2)
dep(难睇-4, 得-3)
root(ROOT-0, 难睇-4)
advmod(宽-8, 要是-6)
advmod(宽-8, 再-7)
dep(得-11, 宽-8)
nsubj(得-11, 点-9)
advmod(得-11, 就-10)
conj(难睇-4, 得-11)
asp(得-11, 了-12)

nsubj(行-3, 外形-1)
advmod(行-3, 还-2)
loc(盖-12, 行-3)
advmod(特殊-6, 挺-5)
nsubj(那-10, 特殊-6)
mark(特殊-6, 的-7)
advmod(那-10, 尤其-8)
cop(那-10, 是-9)
conj(行-3, 那-10)
case(行-3, 后-11)
dep(称-26, 盖-12)
dep(称-26, 呵呵-13)
advmod(一般-19, 再-15)
mmod(一般-19, 看-16)
advmod(一般-19, 正面-17)
advmod(一般-19, 很-18)
dep(称-26, 一般-19)
advmod(称-26, 如果-20)
advmod(称-26, 正面-21)
mmod(称-26, 在-22)
case(后面-24, 和-23)
prep(称-26, 后面-24)
advmod(称-26, 相对-25)
root(ROOT-0, 称-26)
advmod(好-28, 就-27)
ccomp(称-26, 好-28)
dep(称-26, 了-29)

nsubj(改进-2, 外壳-1)
root(ROOT-0, 改进-2)
advmod(改进-2, 一下-3)
advmod(完美-10, 要是-5)
nsubj(完美-10, 金属-6)
dep(完美-10, 的-7)
advmod(完美-10, 就-8)
advmod(完美-10, 更-9)
dep(改进-2, 完美-10)
dep(完美-10, 了-11)

dep(有-2, 手机-1)
root(ROOT-0, 有-2)
nsubj(厚-4, 点-3)
dep(有-2, 厚-4)
dep(厚-4, 再-5)
dep(厚-4, 薄-6)
nsubj(好看-10, 点-7)
advmod(好看-10, 就-8)
advmod(好看-10, 更-9)
dep(厚-4, 好看-10)
dep(好看-10, 了-11)

nn(耗电-3, 手机-1)
nn(耗电-3, 电池-2)
nsubj(快-5, 耗电-3)
advmod(快-5, 太-4)
root(ROOT-0, 快-5)
nn(电池-7, 手机-6)
assmod(性能-9, 电池-7)
case(电池-7, 的-8)
nsubj(需要-10, 性能-9)
dep(快-5, 需要-10)
rcomp(需要-10, 改进-11)
case(影响-15, 对-13)
nn(影响-15, 手机-14)
prep(大-17, 影响-15)
advmod(大-17, 有些-16)
conj(快-5, 大-17)

advmod(是-2, 就-1)
relcl(点-6, 是-2)
nsubj(小-4, 内存-3)
dep(是-2, 小-4)
dep(小-4, 了-5)
nsubj(好-9, 点-6)
advmod(好-9, 总之-7)
cop(好-9, 是-8)
root(ROOT-0, 好-9)
advmod(继续-13, 如果-11)
advmod(继续-13, 再-12)
dep(忘-16, 继续-13)
dobj(继续-13, 生产-14)
advmod(忘-16, 别-15)
conj(好-9, 忘-16)
asp(忘-16, 了-17)
ba(加大-20, 把-18)
nsubj(加大-20, 内存-19)
ccomp(忘-16, 加大-20)
dobj(加大-20, 点-21)

nn(容量-2, 电池-1)
nsubj(小-3, 容量-2)
root(ROOT-0, 小-3)
neg(好-12, 不-5)
nsubj(好-12, 耐用-6)
advmod(大-9, 再-8)
amod(点-10, 大-9)
nsubj(好-12, 点-10)
advmod(好-12, 就-11)
conj(小-3, 好-12)
asp(好-12, 了-13)

nsubj(慢-9, 电池-1)
advmod(慢-9, 太-2)
neg(慢-9, 不-3)
nsubj(慢-9, 耐用-4)
dep(慢-9, 了-5)
advmod(慢-9, 而且-7)
mmod(慢-9, 充电-8)
root(ROOT-0, 慢-9)
advmod(买-12, 刚-11)
nsubj(这样-16, 买-12)
mark(买-12, 的-13)
advmod(这样-16, 也-14)
cop(这样-16, 是-15)
conj(慢-9, 这样-16)
nsubj(好-20, 什么-18)
advmod(好-20, 都-19)
conj(慢-9, 好-20)
advmod(行-31, 就-22)
nsubj(行-31, 电池-23)
det(方面-25, 那-24)
nsubj(行-31, 方面-25)
dep(行-31, 能-26)
dep(能-26, 再-27)
dep(能-26, 改改-28)
mmod(行-31, 加长-29)
advmod(行-31, 就-30)
conj(慢-9, 行-31)
asp(行-31, 了-32)

advmod(小-2, 有点-1)
root(ROOT-0, 小-2)
comod(小-2, 贵-3)
advmod(喜欢-13, 如果-5)
advmod(便宜-7, 再-6)
dep(喜欢-13, 便宜-7)
advmod(喜欢-13, 一点-8)
case(欧-10, 就-9)
prep(喜欢-13, 欧-10)
dep(喜欢-13, 了-11)
dep(总结-22, 喜欢-13)
advmod(好-15, 就-14)
amod(咯-16, 好-15)
dobj(喜欢-13, 咯-16)
neg(总结-22, 不-18)
mmod(总结-22, 用-19)
advmod(总结-22, 那么-20)
advmod(总结-22, 多-21)
dep(小-2, 总结-22)

nn(爸-2, 我-1)
nsubj(说-3, 爸-2)
root(ROOT-0, 说-3)
ccomp(说-3, 买-4)
det(手机-6, 这-5)
nsubj(费劲-8, 手机-6)
advmod(费劲-8, 可-7)
dep(买-4, 费劲-8)
dep(费劲-8, 了-9)
nn(营销-12, 饥饿-11)
nsubj(不错-26, 营销-12)
advmod(不错-26, 但-14)
case(起来-16, 用-15)
prep(不错-26, 起来-16)
advmod(没有-18, 真-17)
dobj(起来-16, 没有-18)
det(手机-23, 任何-19)
dep(手机-23, 毛病-20)
dep(手机-23, 华为-21)
nsubj(做-24, 手机-23)
dep(没有-18, 做-24)
mark(没有-18, 的-25)
conj(说-3, 不错-26)
advmod(能-34, 但-28)
nn(营销-30, 饥饿-29)
nsubj(能-34, 营销-30)
advmod(能-34, 就-32)
neg(能-34, 不-33)
conj(说-3, 能-34)
dobj(能-34, 改改-35)

nn(像素-2, 摄像头-1)
nsubj(低-5, 像素-2)
advmod(低-5, 有点-3)
advmod(低-5, 偏-4)
dep(要-10, 低-5)
dep(低-5, 了-6)
advmod(要-10, 至少-8)
advmod(要-10, 也-9)
root(ROOT-0, 要-10)
range(要-10, 500万-11)
dep(要-10, 吧-12)

nsubj(厚-3, 机身-1)
advmod(厚-3, 太-2)
root(ROOT-0, 厚-3)
dep(厚-3, 要-5)
dobj(要-5, 休改-6)
nsubj(窄-10, 机身-8)
advmod(窄-10, 有点-9)
dep(厚-3, 窄-10)
mmod(加-16, 要-12)
ba(加-16, 把-13)
nsubj(加-16, 机身-14)
advmod(加-16, 再-15)
dep(窄-10, 加-16)
dobj(加-16, 宽点-17)
advmod(有-20, 就-19)
dep(厚-3, 有-20)
dobj(有-20, 档次-21)
dep(有-20, 了-22)

assmod(机-3, 4.9寸-1)
case(4.9寸-1, 的-2)
nsubj(见-6, 机-3)
ordmod(次-5, 第一-4)
dep(见-6, 次-5)
root(ROOT-0, 见-6)
conj(见-6, 做-8)
nsubj(好-11, 4.8寸-9)
advmod(好-11, 就-10)
dep(做-8, 好-11)
dep(好-11, 了-12)
neg(喜欢-15, 不-14)
conj(见-6, 喜欢-15)
advmod(大-17, 太-16)
assmod(手机-19, 大-17)
case(大-17, 的-18)
dobj(喜欢-15, 手机-19)

nn(按键-2, 实体-1)
nsubj(不行-3, 按键-2)
root(ROOT-0, 不行-3)
mmod(取消-6, 应该-5)
dep(不行-3, 取消-6)

nn(容量-2, 电池-1)
nsubj(有-4, 容量-2)
advmod(有-4, 虽-3)
root(ROOT-0, 有-4)
dobj(有-4, 提升-5)
advmod(提升-8, 但-7)
relcl(空间-10, 提升-8)
mark(提升-8, 的-9)
nsubj(大-15, 空间-10)
advmod(大-15, 并-11)
neg(大-15, 不-12)
cop(大-15, 是-13)
advmod(大-15, 很-14)
conj(有-4, 大-15)
conj(有-4, 达到-17)
nummod(个人-19, 3500mAh-18)
dobj(达到-17, 个人-19)
conj(达到-17, 认为-20)
advmod(完美-23, 才-21)
advmod(完美-23, 算是-22)
ccomp(认为-20, 完美-23)

nsubj(喜欢-6, 配置-1)
neg(喜欢-6, 不-2)
advmod(喜欢-6, 够-3)
advmod(喜欢-6, 高-4)
advmod(喜欢-6, 很-5)
root(ROOT-0, 喜欢-6)
advmod(高-11, 就是-8)
nsubj(高-11, 配置-9)
advmod(高-11, 不怎么-10)
conj(喜欢-6, 高-11)
advmod(好-18, 再-13)
amod(点-15, 高-14)
nsubj(好-18, 点-15)
advmod(好-18, 就-16)
advmod(好-18, 更-17)
conj(喜欢-6, 好-18)
asp(好-18, 了-19)

advmod(高-4, 就是-1)
nsubj(高-4, 价格-2)
advmod(高-4, 有点-3)
root(ROOT-0, 高-4)
asp(高-4, 了-5)
dep(高-4, 些-6)
neg(贵-11, 不-8)
mmod(贵-11, 值-9)
advmod(贵-11, 那么-10)
conj(高-4, 贵-11)
loc(好-16, 2800-13)
case(2800-13, 左右-14)
advmod(好-16, 或许-15)
dep(高-4, 好-16)
dep(好-16, 点-17)

advmod(是-2, 尤其-1)
root(ROOT-0, 是-2)
nsubj(用-4, 电池-3)
dep(是-2, 用-4)
nn(方向-6, 错-5)
dobj(用-4, 方向-6)
dep(用-4, 了-7)
mmod(要-14, 要-9)
mmod(要-14, 用-10)
case(电池-12, 在-11)
prep(要-14, 电池-12)
case(电池-12, 上-13)
conj(是-2, 要-14)
nn(发展-16, 努力-15)
dobj(要-14, 发展-16)
nn(电池-19, 石墨烯-18)
nsubj(实用-22, 电池-19)
advmod(实用-22, 就-20)
advmod(实用-22, 很-21)
dep(是-2, 实用-22)

nsubj(单核-2, cpu-1)
dep(起-12, 单核-2)
dep(单核-2, 的-3)
mmod(升级-6, 应该-5)
nsubj(起-12, 升级-6)
relcl(才对-10, 成-7)
dobj(成-7, 双核-8)
mark(成-7, 的-9)
dobj(升级-6, 才对-10)
mark(升级-6, 的-11)
root(ROOT-0, 起-12)
det(价位-14, 这个-13)
dobj(起-12, 价位-14)

nsubj(一般-2, 电池-1)
root(ROOT-0, 一般-2)
nsubj(双配-5, 建议-4)
conj(一般-2, 双配-5)

nn(设计-2, 外观-1)
nsubj(硬朗-4, 设计-2)
advmod(硬朗-4, 太-3)
root(ROOT-0, 硬朗-4)
asp(硬朗-4, 了-5)
conj(硬朗-4, 希望-7)
ccomp(希望-7, 能-8)
nn(时尚-11, 外观-9)
nn(时尚-11, 设计-10)
dobj(能-8, 时尚-11)
nummod(些-13, 简约-12)
range(能-8, 些-13)

advmod(好看-4, 就是-1)
nsubj(好看-4, 外观-2)
neg(好看-4, 不-3)
root(ROOT-0, 好看-4)
advmod(做-9, 格外-6)
cop(做-9, 是-7)
nsubj(做-9, 后盖-8)
conj(好看-4, 做-9)
dep(做-9, 得-10)
nsubj(希望-12, 丑-11)
dep(做-9, 希望-12)
mmod(盖-16, 能-13)
ba(盖-16, 把-14)
nsubj(盖-16, 后-15)
ccomp(希望-12, 盖-16)
dobj(盖-16, 做成平-17)
dep(希望-12, 的-18)
det(机身-21, 整个-20)
nsubj(一样-23, 机身-21)
advmod(一样-23, 都-22)
conj(好看-4, 一样-23)
comod(一样-23, 厚-24)
advmod(用-28, 最好-26)
conj(用-28, 是-27)
cop(用-28, 是-27)
conj(好看-4, 用-28)
nn(玻璃-30, 钢化-29)
dobj(用-28, 玻璃-30)
advmod(能-35, 后-32)
mmod(能-35, 盖-33)
advmod(能-35, 也-34)
conj(好看-4, 能-35)
dobj(能-35, 贴膜-36)

advmod(好-15, 单-1)
nsubj(握-3, 手-2)
loc(好-15, 握-3)
nn(不好-5, 感觉-4)
dobj(握-3, 不好-5)
case(握-3, 后-7)
mmod(设计-9, 盖-8)
dep(好-15, 设计-9)
comod(设计-9, 成-10)
dobj(设计-9, 单手-11)
nsubj(好-15, 握-12)
mark(握-12, 的-13)
advmod(好-15, 就-14)
root(ROOT-0, 好-15)
dep(好-15, 了-16)

nsubj(像-3, 机身-1)
advmod(像-3, 改-2)
root(ROOT-0, 像-3)
range(像-3, 5-4)
dep(啊-6, 啊-5)
dep(像-3, 啊-6)
dep(啊-9, 啊-7)
dep(啊-9, 啊-8)
dep(丑-14, 啊-9)
loc(丑-14, 圆圆的-11)
case(圆圆的-11, 边-12)
advmod(丑-14, 太-13)
dep(像-3, 丑-14)
dep(丑-14, 了-15)
dep(像-3, 求-17)
dobj(求-17, 你-18)
dep(求-17, 了-19)
nummod(立体感-22, 6-21)
nsubj(没有-24, 立体感-22)
advmod(没有-24, 都-23)
conj(像-3, 没有-24)
nsubj(死-27, 丑-26)
conj(像-3, 死-27)
asp(死-27, 了-28)
nsubj(好-34, 方方正正-30)
advmod(好-34, 才-31)
cop(好-34, 是-32)
advmod(好-34, 最-33)
conj(像-3, 好-34)
nn(边-37, 圆圆的-36)
nsubj(反对-39, 边-37)
advmod(反对-39, 最-38)
conj(像-3, 反对-39)

像(OK-22, 能-12)
root(ROOT-0, 有待-1)
ccomp(有待-1, 改善-2)
assmod(振动-7, 索尼-4)
case(索尼-4, 的-5)
nn(振动-7, 来电-6)
nsubj(弱-9, 振动-7)
advmod(弱-9, 太-8)
dep(有待-1, 弱-9)
advmod(OK-22, 要是-11)
nn(振动-18, 诺基亚-14)
assmod(振动-18, N85-15)
case(N85-15, 的-16)
nn(振动-18, 来电-17)
nsubj(强-20, 振动-18)
advmod(强-20, 那么-19)
dep(OK-22, 强-20)
advmod(OK-22, 就-21)
dep(有待-1, OK-22)
dep(OK-22, 了-23)

nn(价钱-5, 外观-1)
conj(价钱-5, 大气-2)
nn(价钱-5, 上档次-4)
nsubj(可以-10, 价钱-5)
advmod(可以-10, 有点-6)
advmod(可以-10, 偏-7)
advmod(可以-10, 高-8)
advmod(可以-10, 还-9)
relcl(点-15, 可以-10)
mmod(便宜-14, 能够-12)
advmod(便宜-14, 再-13)
dep(可以-10, 便宜-14)
nsubj(好-17, 点-15)
advmod(好-17, 更-16)
root(ROOT-0, 好-17)

loc(有-4, 运行-1)
case(运行-1, 内-2)
mmod(有-4, 存-3)
root(ROOT-0, 有-4)
dobj(有-4, 点-5)
dep(有-4, 小-6)
nsubj(搬家-12, 软件-8)
advmod(搬家-12, 又-9)
neg(搬家-12, 不-10)
mmod(搬家-12, 能-11)
conj(有-4, 搬家-12)
advmod(算-14, 还-13)
dobj(搬家-12, 算-14)
ccomp(算-14, 可以-15)
dep(可以-15, 想-17)
ccomp(想-17, 要-18)
clf(内存-21, 个-19)
nn(内存-21, 运行-20)
dobj(要-18, 内存-21)
amod(一点-23, 大-22)
range(要-18, 一点-23)
mark(算-14, 的-24)

nummod(英寸-2, 5.0-1)
assmod(屏-4, 英寸-2)
case(英寸-2, 的-3)
nsubj(要-14, 屏-4)
case(配-6, 给-5)
prep(要-14, 配-6)
asp(配-6, 了-7)
clf(分辨率-12, 个-8)
advmod(低-10, 这么-9)
relcl(分辨率-12, 低-10)
mark(低-10, 的-11)
dobj(配-6, 分辨率-12)
conj(要-14, 是-13)
cop(要-14, 是-13)
root(ROOT-0, 要-14)
dobj(要-14, 闹哪样-15)
dep(要-14, 分辨率-17)
amod(点-19, 高-18)
dobj(分辨率-17, 点-19)
assmod(材质-23, TFT-21)
case(TFT-21, 的-22)
nsubj(成-25, 材质-23)
advmod(成-25, 改-24)
relcl(话-28, 成-25)
dobj(成-25, IPS-26)
