advmod(接-2, 有时-1)
dep(选用-8, 会-23)
relcl(现象-27, 有-24)
dobj(有-24, 脱漆-25)
mark(有-24, 的-26)
dobj(会-23, 现象-27)
assmod(手机-31, 我-29)
case(我-29, 的-30)
nsubj(得了-38, 手机-31)
dep(得了-38, 现在-32)
range(得了-38, 这个-33)
clf(这个-33, 部分-34)
advmod(得了-38, 有点-35)
advmod(得了-38, 像-36)
conj(得了-38, 是-37)
cop(得了-38, 是-37)
conj(选用-8, 得了-38)
dobj(得了-38, 白癜风-39)

advmod(花哨-10, 相对-1)
case(手机-6, 于-2)
assmod(手机-6, 以前-3)
case(以前-3, 的-4)
nn(手机-6, 键盘版-5)
prep(花哨-10, 手机-6)
nn(系统-9, 安卓-8)
nsubj(花哨-10, 系统-9)
root(ROOT-0, 花哨-10)
advmod(实用-15, 但是-12)
advmod(实用-15, 却-13)
neg(实用-15, 不-14)
conj(花哨-10, 实用-15)
case(面积-20, 因为-17)
nn(面积-20, 手指-18)
nn(面积-20, 触屏-19)
prep(大-21, 面积-20)
conj(花哨-10, 大-21)
mmod(出现-26, 打字-23)
advmod(出现-26, 很-24)
advmod(出现-26, 容易-25)
conj(花哨-10, 出现-26)
dobj(出现-26, 错字-27)
dep(花哨-10, 发送-29)
dobj(发送-29, 信息-30)
advmod(慢-32, 很-31)
conj(花哨-10, 慢-32)

advmod(有-5, 但-1)
loc(有-5, 关机-2)
case(关机-2, 时-3)
dep(有-5, 屏幕-4)
root(ROOT-0, 有-5)
nn(花纹-7, 块状-6)
dobj(有-5, 花纹-7)
nsubj(是-11, 那-9)
advmod(是-11, 好像-10)
conj(有-5, 是-11)
case(关闭-14, 因为-12)
nsubj(关闭-14, 屏幕-13)
prep(没有-19, 关闭-14)
case(关闭-14, 时-15)
nn(亮度-18, 部分-16)
nn(亮度-18, 区域-17)
dep(没有-19, 亮度-18)
dep(是-11, 没有-19)
advmod(消失-21, 完全-20)
relcl(缘故-23, 消失-21)
mark(消失-21, 的-22)
dobj(没有-19, 缘故-23)
dep(没有-19, 吧-24)
nsubj(关机-27, 电视机-26)
loc(看看-30, 关机-27)
case(关机-27, 时-28)
advmod(看看-30, 仔细-29)
conj(有-5, 看看-30)
advmod(看看-30, 也-31)
dobj(看看-30, 有的-32)

advmod(给力-4, 还有-1)
nsubj(给力-4, 电池-2)
neg(给力-4, 不-3)
root(ROOT-0, 给力-4)
advmod(这样-11, 不过-6)
nsubj(这样-11, 同学-7)
nn(手机-9, 三星-8)
nsubj(这样-11, 手机-9)
advmod(这样-11, 也-10)
conj(给力-4, 这样-11)
case(大-15, 因为-13)
nsubj(大-15, 屏幕-14)
prep(少-28, 大-15)
cc(大-15, 而且-17)
cop(系统-21, 是-18)
assmod(系统-21, 安卓-19)
case(安卓-19, 的-20)
conj(大-15, 系统-21)
dep(大-15, 嘛-22)
nn(平衡-25, 心理-24)
nsubj(少-28, 平衡-25)
dep(少-28, 了-26)
neg(少-28, 不-27)
conj(给力-4, 少-28)

nsubj(给力-4, 电池-1)
advmod(给力-4, 很-2)
neg(给力-4, 不-3)
root(ROOT-0, 给力-4)
nummod(天-7, 一-6)
clf(电池-10, 天-7)
nummod(块-9, 两-8)
clf(电池-10, 块-9)
nsubj(问题-18, 电池-10)
advmod(问题-18, 或许-12)
cop(问题-18, 是-13)
case(上网-15, 因为-14)
prep(频繁-16, 上网-15)
relcl(问题-18, 频繁-16)
mark(频繁-16, 的-17)
conj(给力-4, 问题-18)

case(没有-2, 因为-1)
prep(删除-12, 没有-2)
dobj(没有-2, root-3)
advmod(删除-12, 所以-5)
nn(系统-7, 原生-6)
nn(程序-9, 系统-7)
nummod(程序-9, 很多-8)
nsubj(删除-12, 程序-9)
advmod(删除-12, 都-10)
advmod(删除-12, 无法-11)
root(ROOT-0, 删除-12)

nsubj(发热-4, 手机-1)
advmod(发热-4, 很-2)
advmod(发热-4, 容易-3)
root(ROOT-0, 发热-4)
nsubj(长-7, 时间-6)
loc(产生-17, 长-7)
asp(长-7, 了-8)
mmod(导致-10, 会-9)
dep(长-7, 导致-10)
dobj(导致-10, 屏幕-11)
case(长-7, 右侧-12)
nn(下方-15, 状态-13)
nn(下方-15, 栏-14)
nsubj(产生-17, 下方-15)
advmod(产生-17, 容易-16)
conj(发热-4, 产生-17)
dobj(产生-17, 烧屏-18)
case(显示-21, 在-20)
prep(有-26, 显示-21)
dobj(显示-21, 蓝色-22)
loc(有-26, 灰白色-24)
case(灰白色-24, 时-25)
conj(发热-4, 有-26)
amod(烧屏-28, 明显-27)
nsubj(残留-29, 烧屏-28)
dep(有-26, 残留-29)
dobj(残留-29, 黑影-30)
nsubj(出现-35, 我-32)
case(我-32, 的-33)
advmod(出现-35, 已经-34)
conj(发热-4, 出现-35)
asp(出现-35, 了-36)

nn(屏-2, TFT-1)
dep(伤-7, 屏-2)
nsubj(伤-7, 这个-4)
cop(伤-7, 是-5)
amod(伤-7, 硬-6)
root(ROOT-0, 伤-7)
advmod(导致-12, 就-9)
det(屏-11, 这-10)
nsubj(导致-12, 屏-11)
xsubj(耗电-13, 屏-11)
conj(伤-7, 导致-12)
ccomp(导致-12, 耗电-13)
asp(耗电-13, 过-14)
dep(耗电-13, 高-15)
assmod(电池-19, 1880mha-17)
case(1880mha-17, 的-18)
nsubj(够-22, 电池-19)
advmod(够-22, 都-20)
neg(够-22, 不-21)
conj(伤-7, 够-22)
dobj(够-22, 给力-23)

amod(机器-2, 个别-1)
nsubj(没-8, 机器-2)
ccomp(没-8, 会-3)
rcomp(会-3, 出现-4)
nn(听筒-6, 扬声器-5)
nsubj(没-8, 听筒-6)
advmod(没-8, 突然-7)
root(ROOT-0, 没-8)
dobj(没-8, 声音-9)
det(问题-12, 该-11)
nsubj(不良-16, 问题-12)
cop(不良-16, 是-13)
nn(不良-16, 硬件-14)
nn(不良-16, 接触-15)
conj(没-8, 不良-16)

det(缺点-6, 另外-1)
dep(另外-1, 一个-2)
advmod(普遍-4, 比较-3)
relcl(缺点-6, 普遍-4)
mark(普遍-4, 的-5)
nsubj(触摸-8, 缺点-6)
advmod(触摸-8, 就是-7)
root(ROOT-0, 触摸-8)
dobj(触摸-8, 屏会-9)
conj(触摸-8, 失灵-10)
dep(触摸-8, 造成-12)
relcl(情况-16, 触电-13)
dobj(触电-13, 漂移-14)
mark(触电-13, 的-15)
dobj(造成-12, 情况-16)

case(时候-4, 在-1)
assmod(时候-4, 研发-2)
case(研发-2, 的-3)
prep(导致-20, 时候-4)
case(追求-7, 为了-6)
prep(导致-20, 追求-7)
nummod(酷炫-11, 一些-8)
assmod(酷炫-11, 所谓-9)
case(所谓-9, 的-10)
dobj(追求-7, 酷炫-11)
case(修改-16, 对-13)
nn(底层-15, 系统-14)
nsubj(修改-16, 底层-15)
prep(导致-20, 修改-16)
asp(修改-16, 过-17)
dep(修改-16, 大-18)
root(ROOT-0, 导致-20)
nn(兼容性-22, 手机-21)
conj(稳定性-24, 兼容性-22)
cc(稳定性-24, 和-23)
nsubj(差-26, 稳定性-24)
advmod(差-26, 很-25)
ccomp(导致-20, 差-26)

nn(双行-2, 双模-1)
nsubj(钛金属-4, 双行-2)
root(ROOT-0, 钛金属-4)
advmod(上档次-7, 够-6)
conj(钛金属-4, 上档次-7)
advmod(导致-15, 但是-9)
mmod(导致-15, 机子-10)
case(问题-14, 由于-11)
nn(问题-14, 开发-12)
nn(问题-14, UI-13)
prep(导致-15, 问题-14)
conj(钛金属-4, 导致-15)
dobj(导致-15, 速度-16)
advmod(慢-18, 比较-17)
dep(导致-15, 慢-18)
cc(钛金属-4, 不如-20)
dep(钛金属-4, I9000-21)

nsubj(给力-3, 电池-1)
advmod(给力-3, 也-2)
root(ROOT-0, 给力-3)
nsubj(得益-6, 这-5)
dep(给力-3, 得益-6)
case(系统-8, 于-7)
prep(得益-6, 系统-8)
dep(得益-6, 吧-9)
nummod(天-12, 一-11)
clf(耗电-36, 天-12)
mmod(打-14, 接-13)
relcl(耗电-36, 打-14)
nummod(小时-16, 个把-15)
clf(电话-17, 小时-16)
dobj(打-14, 电话-17)
neg(玩-19, 不-18)
dep(打-14, 玩-19)
assmod(待机-22, 其他-20)
case(其他-20, 的-21)
nsubj(没有-28, 待机-22)
nummod(小时-24, 48-23)
loc(没有-28, 小时-24)
case(小时-24, 以上-25)
cop(没有-28, 是-26)
advmod(没有-28, 完全-27)
dobj(玩-19, 没有-28)
dobj(没有-28, 问题-29)
mark(没有-28, 的-30)
dep(玩-19, 玩-32)
dobj(玩-32, 游戏-33)
mark(打-14, 的-34)
nn(耗电-36, 话-35)
nsubj(快-38, 耗电-36)
advmod(快-38, 就-37)
conj(给力-3, 快-38)
asp(快-38, 了-39)

advmod(导致-23, 就-1)
dep(有时候-3, 连-2)
dep(导致-23, 有时候-3)
dep(信号-5, 3G-4)
dep(导致-23, 信号-5)
nsubj(导致-23, 它-6)
advmod(导致-23, 也-7)
case(开启-11, 给-8)
nsubj(开启-11, 你-9)
advmod(开启-11, 自动-10)
prep(导致-23, 开启-11)
nummod(信号-14, 3G-13)
nsubj(越狱-18, 信号-14)
mmod(越狱-18, 应该-15)
cop(越狱-18, 是-16)
nsubj(越狱-18, 我-17)
conj(开启-11, 越狱-18)
asp(越狱-18, 了-19)
dobj(越狱-18, 系统-20)
conj(越狱-18, 出现-21)
dobj(出现-21, 漏洞-22)
root(ROOT-0, 导致-23)
dep(导致-23, 的-24)

nn(效果-2, 软件-1)
nsubj(到-13, 效果-2)
advmod(安卓-5, 之前-4)
relcl(后遗症-7, 安卓-5)
mark(安卓-5, 的-6)
nsubj(到-13, 后遗症-7)
nummod(软件-10, 很多-9)
nsubj(到-13, 软件-10)
mmod(到-13, 找-11)
neg(到-13, 不-12)
root(ROOT-0, 到-13)
dobj(到-13, 替代品-14)
loc(舒服-21, 导致-16)
dobj(导致-16, 试用-17)
case(导致-16, 上-18)
neg(舒服-21, 不-19)
advmod(舒服-21, 太-20)
dep(到-13, 舒服-21)
case(来电-24, 如-23)
prep(显示-25, 来电-24)
conj(到-13, 显示-25)
conj(输入法-28, 地区-26)
dobj(显示-25, 输入法-28)
etc(输入法-28, 等等-29)

nn(原因-2, 硬件-1)
nsubj(多-7, 原因-2)
nn(软件-5, 运行-4)
nsubj(多-7, 软件-5)
advmod(多-7, 稍微-6)
root(ROOT-0, 多-7)
advmod(多-7, 一点-8)
conj(多-7, 卡-10)
dep(卡-10, 的-11)
advmod(卡-10, 很-12)
cc(多-7, 而且-14)
advmod(上去-20, 太-15)
amod(游戏-17, 大-16)
nsubj(上去-20, 游戏-17)
mmod(上去-20, 安装-18)
neg(上去-20, 不-19)
conj(多-7, 上去-20)

nsubj(有-4, 像素-1)
advmod(有-4, 虽然-2)
advmod(有-4, 只-3)
root(ROOT-0, 有-4)
dep(有-4, 200万-5)
advmod(不错-11, 但-7)
advmod(不错-11, 可能-8)
cop(不错-11, 是-9)
advmod(不错-11, 感光元件-10)
conj(有-4, 不错-11)
nsubj(算-16, 拍照-13)
xsubj(清晰-18, 拍照-13)
advmod(算-16, 一般-14)
advmod(算-16, 还-15)
conj(有-4, 算-16)
advmod(清晰-18, 很-17)
ccomp(算-16, 清晰-18)

nsubj(有-4, 像素-1)
xsubj(好-9, 像素-1)
advmod(有-4, 虽然-2)
advmod(有-4, 只-3)
root(ROOT-0, 有-4)
nsubj(好-9, 200万-5)
advmod(好-9, 但-6)
case(成像-8, 因为-7)
prep(好-9, 成像-8)
dep(有-4, 好-9)
nsubj(高-12, 分辨率-11)
conj(有-4, 高-12)
advmod(清楚-19, 所以-14)
nn(摄像-16, 拍照-15)
nsubj(清楚-19, 摄像-16)
advmod(清楚-19, 都-17)
advmod(清楚-19, 很-18)
conj(有-4, 清楚-19)

dep(播放-16, 续航-1)
case(情况-11, 在-3)
relcl(情况-11, 配备-4)
case(毫安-7, 在-5)
nummod(毫安-7, 1200-6)
prep(电池-9, 毫安-7)
case(毫安-7, 时-8)
dobj(配备-4, 电池-9)
mark(配备-4, 的-10)
prep(播放-16, 情况-11)
case(情况-11, 下-12)
nn(音乐-15, 其-14)
nsubj(播放-16, 音乐-15)
root(ROOT-0, 播放-16)
nsubj(达到-19, 时间-17)
advmod(达到-19, 便-18)
dep(小时-23, 达到-19)
asp(达到-19, 了-20)
mark(达到-19, 的-21)
nummod(小时-23, 60-22)
range(播放-16, 小时-23)
advmod(归功-28, 当然-25)
nsubj(归功-28, 这-26)
mmod(归功-28, 得-27)
conj(播放-16, 归功-28)
case(小音效-30, 于-29)
assmod(能力-32, 小音效-30)
case(小音效-30, 的-31)
dobj(归功-28, 能力-32)

nsubj(改善-3, 硬件-1)
advmod(改善-3, 加速-2)
root(ROOT-0, 改善-3)
asp(改善-3, 了-4)
nn(界面-6, 触控-5)
assmod(转换-8, 界面-6)
case(界面-6, 的-7)
dobj(改善-3, 转换-8)
assmod(操作界-12, 新-10)
case(新-10, 的-11)
nsubj(进行-16, 操作界-12)
case(显示-15, 面对-13)
amod(显示-15, 横向-14)
prep(进行-16, 显示-15)
conj(改善-3, 进行-16)
asp(进行-16, 了-17)
assmod(优化-20, 特别-18)
case(特别-18, 的-19)
dep(进行-16, 优化-20)
nn(功能-23, coverflow-22)
nsubj(轻松-32, 功能-23)
case(浏览-28, 在-24)
nsubj(浏览-28, 音乐-25)
dvpmod(浏览-28, 专籍-26)
mark(专籍-26, 的-27)
prep(轻松-32, 浏览-28)
case(浏览-28, 上-29)
dvpmod(轻松-32, 更加-30)
mark(更加-30, 的-31)
dep(优化-20, 轻松-32)
dep(优化-20, 等等-33)

nn(不足-3, 处理器-1)
nn(不足-3, 功率-2)
nsubj(加上-5, 不足-3)
advmod(加上-5, 再-4)
root(ROOT-0, 加上-5)
nsubj(小-8, 内存-6)
advmod(小-8, 偏-7)
dep(使-9, 小-8)
ccomp(加上-5, 使-9)
nsubj(处理-15, N8-10)
case(程序-13, 在-11)
nn(程序-13, 运行-12)
prep(处理-15, 程序-13)
case(程序-13, 时-14)
ccomp(使-9, 处理-15)
nn(偏慢-17, 速度-16)
dobj(处理-15, 偏慢-17)
cc(处理-15, 且-18)
nsubj(滞后-20, 反应-19)
conj(处理-15, 滞后-20)

nsubj(独特-2, ios-1)
relcl(方式-5, 独特-2)
mark(独特-2, 的-3)
nn(方式-5, 管理-4)
nsubj(使得-6, 方式-5)
root(ROOT-0, 使得-6)
dep(iphone-8, 任何-7)
nsubj(得到-11, iphone-8)
dobj(iphone-8, 软件-9)
mark(iphone-8, 的-10)
ccomp(使得-6, 得到-11)
relcl(控制-14, 严密-12)
mark(严密-12, 的-13)
dobj(得到-11, 控制-14)
nsubj(清清楚楚-27, 16G-16)
det(用-20, 每-18)
dep(每-18, 1M-19)
nsubj(清清楚楚-27, 用-20)
case(去-23, 到-21)
nsubj(去-23, 哪里-22)
prep(清清楚楚-27, 去-23)
asp(去-23, 了-24)
dobj(去-23, 我-25)
advmod(清清楚楚-27, 都-26)
conj(使得-6, 清清楚楚-27)

nsubj(差劲-5, 屏幕-1)
nsubj(差劲-5, 密封性-3)
advmod(差劲-5, 太-4)
root(ROOT-0, 差劲-5)
asp(差劲-5, 了-6)
advmod(进去-12, 所以-8)
mmod(进去-12, 动-9)
neg(进去-12, 不-10)
mmod(进去-12, 动-11)
conj(差劲-5, 进去-12)
dobj(进去-12, 东西-13)
neg(失灵-19, 没-15)
advmod(失灵-19, 怎么-16)
case(屏幕-18, 就-17)
prep(失灵-19, 屏幕-18)
conj(差劲-5, 失灵-19)
asp(失灵-19, 了-20)
nsubj(靠-23, 我-22)
conj(差劲-5, 靠-23)

nsubj(合缝-12, 后盖-1)
case(机身-6, 因为-2)
det(后盖-4, 这个-3)
conj(机身-6, 后盖-4)
cc(机身-6, 和-5)
prep(合缝-12, 机身-6)
neg(合缝-12, 不-7)
cop(合缝-12, 是-8)
assmod(合缝-12, 非常-9)
case(非常-9, 的-10)
nn(合缝-12, 严丝-11)
root(ROOT-0, 合缝-12)
advmod(大-19, 也-14)
advmod(大-19, 就-15)
cop(大-19, 是-16)
nsubj(大-19, 间隙-17)
advmod(大-19, 太-18)
conj(合缝-12, 大-19)
dep(大-19, 造成-21)
advmod(脱落-23, 经常-22)
ccomp(造成-21, 脱落-23)

nsubj(查看-2, 彩信-1)
loc(方便-7, 查看-2)
case(查看-2, 时-3)
neg(方便-7, 不-4)
cop(方便-7, 是-5)
advmod(方便-7, 很-6)
root(ROOT-0, 方便-7)
case(翻页-10, 因为-9)
prep(翻过-22, 翻页-10)
case(翻页-10, 时-11)
case(页末-13, 到-12)
conj(翻页-10, 页末-13)
advmod(够-16, 如果-14)
neg(够-16, 不-15)
dep(翻过-22, 够-16)
nummod(页-18, 一-17)
loc(翻过-22, 页-18)
case(页-18, 时-19)
advmod(翻过-22, 就-20)
advmod(翻过-22, 自动-21)
conj(方便-7, 翻过-22)
advmod(翻-27, 还-24)
mmod(翻-27, 得-25)
mmod(翻-27, 回-26)
conj(方便-7, 翻-27)
prtmod(看-29, 来-28)
relcl(字-36, 看-29)
det(页-33, 那-30)
nummod(行-32, 几-31)
dep(那-30, 行-32)
loc(看-29, 页-33)
case(页-33, 末-34)
mark(看-29, 的-35)
dobj(翻-27, 字-36)

root(ROOT-0, 进-1)
nummod(游戏-5, 一些-2)
conj(游戏-5, 软件-3)
cc(游戏-5, 或-4)
dobj(进-1, 游戏-5)
advmod(退出-8, 再-7)
conj(进-1, 退出-8)
conj(进-1, 会-10)
relcl(现象-14, 有-11)
dobj(有-11, 卡-12)
mark(有-11, 的-13)
dobj(会-10, 现象-14)
nsubj(够-21, 这-16)
advmod(够-21, 可能-17)
cop(够-21, 是-18)
nsubj(够-21, CPU-19)
neg(够-21, 不-20)
conj(进-1, 够-21)
dobj(够-21, 缘故-22)
advmod(高-27, 要是-24)
nsubj(高-27, CPU-25)
advmod(高-27, 再-26)
dep(完美-30, 高-27)
nsubj(完美-30, 点-28)
advmod(完美-30, 就-29)
conj(进-1, 完美-30)
asp(完美-30, 了-31)

nsubj(花屏-5, 一-1)
case(冬天-3, 到-2)
prep(花屏-5, 冬天-3)
advmod(花屏-5, 就-4)
root(ROOT-0, 花屏-5)
asp(花屏-5, 了-6)
mmod(是-9, 应该-8)
conj(花屏-5, 是-9)
case(温度-11, 因为-10)
prep(低-13, 温度-11)
advmod(低-13, 太-12)
dep(是-9, 低-13)
dep(低-13, 了-14)
nsubj(揣-17, 兜里-16)
conj(花屏-5, 揣-17)
asp(揣-17, 着-18)
dobj(揣-17, 我-19)
conj(揣-17, 相信-20)
nsubj(让-23, 体温-21)
mmod(让-23, 可以-22)
ccomp(相信-20, 让-23)
dobj(让-23, 机器-24)
advmod(运转-26, 正常-25)
dep(让-23, 运转-26)

case(喇叭-5, 因为-1)
advmod(一个-3, 只有-2)
nummod(喇叭-5, 一个-3)
nn(喇叭-5, 外放-4)
prep(小-16, 喇叭-5)
advmod(原因-12, 加之-7)
nn(原因-12, 喇叭-8)
conj(原因-12, 质量-9)
cc(原因-12, 和-10)
nn(原因-12, 芯片-11)
nsubj(小-16, 原因-12)
nsubj(小-16, 铃声-14)
advmod(小-16, 太-15)
root(ROOT-0, 小-16)
advmod(回来-20, 刚-18)
mmod(回来-20, 买-19)
dep(差强人意-32, 回来-20)
nn(漏接-22, 当天-21)
nn(电话-25, 漏接-22)
nummod(个-24, N-23)
clf(电话-25, 个-24)
dobj(回来-20, 电话-25)
nn(放内-28, 外-27)
nsubj(放-29, 放内-28)
dep(回来-20, 放-29)
dobj(放-29, 效果-30)
advmod(差强人意-32, 都-31)
conj(小-16, 差强人意-32)

nummod(功能-2, 很多-1)
nsubj(麻烦-6, 功能-2)
case(起来-4, 用-3)
prep(麻烦-6, 起来-4)
advmod(麻烦-6, 很-5)
root(ROOT-0, 麻烦-6)
case(触摸屏-10, 由于-8)
cop(触摸屏-10, 是-9)
prep(到-22, 触摸屏-10)
conj(触摸屏-10, 没有-11)
dobj(没有-11, 快捷键-12)
advmod(用-15, 刚-14)
conj(没有-11, 用-15)
case(触摸屏-10, 时-16)
nummod(功能-18, 很多-17)
nsubj(到-22, 功能-18)
advmod(到-22, 都-19)
mmod(到-22, 找-20)
neg(到-22, 不-21)
conj(麻烦-6, 到-22)

assmod(问题-3, 唯一-1)
case(唯一-1, 的-2)
nsubj(月-11, 问题-3)
advmod(月-11, 也-5)
cop(月-11, 是-6)
nn(月-11, 最近-7)
det(月-11, 这-8)
nummod(个-10, 两-9)
dep(这-8, 个-10)
root(ROOT-0, 月-11)
nsubj(会-14, 机子-13)
conj(月-11, 会-14)
relcl(发烫-17, 无缘无故-15)
mark(无缘无故-15, 的-16)
dobj(会-14, 发烫-17)
advmod(放在-25, 可能-19)
cop(放在-25, 是-20)
case(没关掉-23, 因为-21)
nn(没关掉-23, 屏幕-22)
prep(放在-25, 没关掉-23)
advmod(放在-25, 就-24)
conj(会-14, 放在-25)
assmod(原因-29, 包-26)
case(包-26, 里-27)
case(包-26, 的-28)
dobj(放在-25, 原因-29)

nsubj(兼容-2, 软件-1)
root(ROOT-0, 兼容-2)
dobj(兼容-2, 不好-3)
advmod(多-10, 虽说-5)
nn(软件-7, 中文-6)
nsubj(多-10, 软件-7)
advmod(多-10, 已经-8)
advmod(多-10, 很-9)
dep(原因-25, 多-10)
asp(多-10, 了-11)
advmod(部分-13, 但-12)
dep(多-10, 部分-13)
cc(多-10, 并-14)
neg(能-16, 不-15)
dep(多-10, 能-16)
case(兼容-19, 向-17)
det(兼容-19, 下-18)
prep(能-16, 兼容-19)
advmod(原因-25, 可能-21)
cop(原因-25, 是-22)
assmod(原因-25, 分辨率-23)
case(分辨率-23, 的-24)
conj(兼容-2, 原因-25)

nn(塑料-2, 外壳-1)
nsubj(抛光-3, 塑料-2)
dep(粘灰尘-11, 抛光-3)
dep(抛光-3, 的-4)
loc(粘灰尘-11, 用-6)
case(用-6, 时-7)
advmod(粘灰尘-11, 就-8)
advmod(粘灰尘-11, 极为-9)
advmod(粘灰尘-11, 容易-10)
root(ROOT-0, 粘灰尘-11)
dep(的-15, 挺-13)
dep(的-15, 纠结-14)
dep(粘灰尘-11, 的-15)
dep(换-22, 小米-17)
dep(小米-17, M2-18)
dep(小米-17, 出来-19)
nsubj(换-22, 我-20)
advmod(换-22, 就-21)
dep(粘灰尘-11, 换-22)
asp(换-22, 了-23)
dobj(换-22, 它-24)

nn(处理器-3, 目前-1)
nn(处理器-3, MSM-2)
nn(方案-5, 处理器-3)
amod(方案-5, 加密-4)
nsubj(导致-8, 方案-5)
xsubj(变-12, 方案-5)
neg(导致-8, 不-6)
mmod(导致-8, 完善-7)
root(ROOT-0, 导致-8)
asp(导致-8, 过-9)
mmod(变-12, 冲-10)
advmod(变-12, 容易-11)
ccomp(导致-8, 变-12)
dobj(变-12, 砖-13)
loc(报废-22, 变-15)
dobj(变-15, 砖-16)
case(变-15, 后-17)
det(手机-20, 整-18)
clf(整-18, 台-19)
nsubj(报废-22, 手机-20)
advmod(报废-22, 基本-21)
conj(导致-8, 报废-22)
advmod(无-25, 暂-24)
conj(导致-8, 无-25)
nn(可能-27, 修复-26)
dobj(无-25, 可能-27)

nsubj(明显-3, 卡顿-1)
advmod(明显-3, 较为-2)
root(ROOT-0, 明显-3)
mmod(硬件-10, 应该-5)
cop(硬件-10, 是-6)
conj(硬件-10, 屏幕-7)
cc(硬件-10, 和-8)
nn(硬件-10, 处理器-9)
dep(兼容-12, 硬件-10)
neg(兼容-12, 不-11)
conj(明显-3, 兼容-12)

case(软件-3, 因为-1)
nn(软件-3, 捆绑-2)
prep(多-5, 软件-3)
advmod(多-5, 过-4)
root(ROOT-0, 多-5)
advmod(占-8, 太-7)
dep(多-5, 占-8)
dobj(占-8, 内存-9)
advmod(不爽-12, 有点-11)
dep(多-5, 不爽-12)

case(多-5, 自-1)
nn(软件-3, 启-2)
nsubj(多-5, 软件-3)
advmod(多-5, 太-4)
prep(有-9, 多-5)
nsubj(有-9, 耗电-7)
advmod(有-9, 也-8)
root(ROOT-0, 有-9)
det(原因-12, 这-10)
dep(这-10, 一-11)
dobj(有-9, 原因-12)

nummod(音量-3, p70-1)
nn(音量-3, 喇叭-2)
nsubj(小-5, 音量-3)
advmod(小-5, 太-4)
root(ROOT-0, 小-5)
advmod(是-15, 还是-7)
nummod(功率-13, p780-8)
nn(音量-10, 刺叭-9)
nsubj(大-11, 音量-10)
relcl(功率-13, 大-11)
comod(大-11, 够-12)
nsubj(是-15, 功率-13)
advmod(是-15, 可能-14)
conj(小-5, 是-15)
assmod(设计-19, p70-16)
case(p70-16, 的-17)
nn(设计-19, 喇叭-18)
nsubj(造成-22, 设计-19)
case(侧边-21, 在-20)
prep(造成-22, 侧边-21)
dep(是-15, 造成-22)
nn(音量-24, 喇叭-23)
nsubj(没-25, 音量-24)
ccomp(造成-22, 没-25)
dep(没-25, p780-26)
conj(没-25, 大-27)
dep(造成-22, 吧-28)

nn(安全-4, 系统-1)
nn(安全-4, 安全-2)
nn(安全-4, 系统-3)
assmod(同时-6, 安全-4)
case(安全-4, 的-5)
nsubj(导致-7, 同时-6)
root(ROOT-0, 导致-7)
asp(导致-7, 了-8)
nn(电影-11, 软件-9)
nn(电影-11, 音乐-10)
nsubj(方便-13, 电影-11)
neg(方便-13, 不-12)
ccomp(导致-7, 方便-13)
nn(操作-15, 用户-14)
dobj(方便-13, 操作-15)

advmod(启-14, 容易-1)
nsubj(启-14, 卡顿-2)
advmod(启-14, 而且-4)
case(更换-8, 因为-5)
neg(更换-8, 不-6)
mmod(更换-8, 能-7)
prep(启-14, 更换-8)
nn(只能-10, 电池-9)
dobj(更换-8, 只能-10)
case(rest-12, 用-11)
prep(启-14, rest-12)
advmod(启-14, 重-13)
root(ROOT-0, 启-14)

nsubj(薄-3, 机子-1)
advmod(薄-3, 比较-2)
root(ROOT-0, 薄-3)
mmod(差-7, 做工-5)
advmod(差-7, 比较-6)
conj(薄-3, 差-7)
advmod(粗糙-20, 可能-9)
case(原因-13, 由于-10)
assmod(原因-13, 价格-11)
case(价格-11, 的-12)
prep(粗糙-20, 原因-13)
det(机器-16, 这-14)
clf(这-14, 款-15)
nsubj(粗糙-20, 机器-16)
dep(粗糙-20, 的-17)
mmod(粗糙-20, 做工-18)
advmod(粗糙-20, 比较-19)
conj(薄-3, 粗糙-20)
conj(薄-3, 希望-22)
ccomp(希望-22, 改善-23)
det(状况-25, 这个-24)
dobj(改善-23, 状况-25)

nsubj(流畅-6, 苹果-1)
advmod(流畅-6, 一直-2)
advmod(流畅-6, 都-3)
cop(流畅-6, 是-4)
nn(流畅-6, 无敌-5)
root(ROOT-0, 流畅-6)
advmod(如-20, 而且-8)
assmod(产品-12, 5-9)
case(5-9, 之后-10)
case(5-9, 的-11)
nsubj(如-20, 产品-12)
case(进阶性-18, 由于-14)
nn(性能-16, CPU-15)
assmod(进阶性-18, 性能-16)
case(性能-16, 的-17)
prep(如-20, 进阶性-18)
neg(如-20, 不-19)
conj(流畅-6, 如-20)
nummod(阶段-23, 4-4s-5-21)
det(阶段-23, 这个-22)
dobj(如-20, 阶段-23)
advmod(流畅-38, 基本上-25)
case(更迭-33, 经过-26)
nummod(个-30, 3-27)
cc(个-30, 到-28)
nummod(个-30, 4-29)
clf(版本-31, 个-30)
nn(更迭-33, 版本-31)
nn(更迭-33, 系统-32)
prep(流畅-38, 更迭-33)
case(更迭-33, 后-34)
advmod(流畅-38, 依然-36)
advmod(流畅-38, 足够-37)
conj(流畅-6, 流畅-38)

advmod(差-12, 没什么-1)
nsubj(差-12, 优点-2)
nn(耗电-5, 电池-4)
nsubj(差-12, 耗电-5)
advmod(差-12, 快-6)
